item_id;description;description_2;group_description;unit_sale_price (CLP);cost (CLP);storage_cost (CLP);leadtime (days);stock;size_m3;cost_per_purchase
940;afp lamb dog cuddle con nudos;juguetes;accesorios;14490.0;10800;30;6.0;1.0;0.001;500
1778;zeedog phantom air mesh plus harness medium;paseo;accesorios;22430.0;17381;55;10.0;1.0;0.004;1700
1328;royal gastrointestinal felino 165 grs. (lata);latas medicadas;alimento;5240.0;3457;16;7.0;0.0;0.015;3400
1175;pawise elefante con tirador;juguetes;accesorios;7990.0;6356;17;6.0;4.0;0.001;500
493;capa polar chiporro t/4 cata pets;ropa;accesorios;12590.0;8952;27;7.0;3.0;0.001;500
1232;dipramida 0,5% 20 ml ;digestivo;medicamentos;6490.0;4234;12;8.0;2.0;0.0002;500
277;profender cats spot-on pip. 2.5 a 5 kg.;ant. ext.;medicamentos;14520.0;11428;27;7.0;1.0;0.0002;500
1726;pro plan reduced calorie m/l 15kg ar;adultos;alimento;81230.0;55323;246;19.0;0.0;0.015;1150
358;orange and white english cocker  (my family);placas identificacion;accesorios;17560.0;13083;37;8.0;1.0;0.001;500
1700;zeedog skull h-harness large;paseo;accesorios;18900.0;13747;39;7.0;2.0;0.001;500
236;pro plan puppy small breed 7.5kg ar;cachorros;alimento;56320.0;40454;170;7.0;0.0;0.015;2800
551;zd candy adj. air mesh harness medium;paseo;accesorios;23900.0;18766;50;9.0;0.0;0.001;500
1746;white european shorthair (my family);placas identificacion;accesorios;13330.0;9500;28;7.0;1.0;0.001;500
1379;afp green rush p-b-t;juguetes;accesorios;5590.0;4396;12;7.0;1.0;0.001;500
208;milpro gato x 2 comp + 2 kg;antiparasitarios;medicamentos;13990.0;9309;26;7.0;5.0;0.0002;500
1769;koralen 20 mg (oral);analgesico;medicamentos;15830.0;11300;30;9.0;2.0;0.0002;500
1463;l.w. comedero o bebedero gde 125 ml;comederos;accesorios;3390.0;2493;7;7.0;3.0;0.001;500
58;repelente spray interior 300 ml;higiene;accesorios;9220.0;6558;19;8.0;0.0;0.001;500
1487;tx cliker entrenamiento perro, básico, varios;entrenamiento;accesorios;3440.0;2425;7;6.0;1.0;0.001;500
1480;coastal sublime collar purple s/m;paseo;accesorios;12490.0;9262;26;7.0;1.0;0.001;500
363;daily stuff transportadora route 2;hogar-transporte;accesorios;25990.0;18982;54;9.0;3.0;0.001;500
1164;cama zapato gde. cata pets;camas;accesorios;31790.0;22427;78;8.0;1.0;0.004;1200
593;bliss adjustable air mesh harness small;paseo;accesorios;19300.0;15269;41;8.0;2.0;0.001;700
1049;habitrail ovo suite;hogar-transporte;accesorios;69990.0;52658;171;18.0;1.0;0.004;2400
1503;zeedog atlanta h-harness medium;paseo;accesorios;16840.0;11137;35;7.0;1.0;0.001;500
1471;fp atlas 10 / transportadora 48x32,5x29h cm;hogar-transporte;accesorios;14990.0;11295;31;8.0;2.0;0.001;500
741;fp atlas 20 / transportadora 58x37x32h cm;hogar-transporte;accesorios;25070.0;16769;52;12.0;0.0;0.001;800
1361;pro plan puppy small breed 1kg ar;cachorros;alimento;10880.0;7274;32;9.0;4.0;0.015;2350
1760;zeedog skull collar cat;paseo;accesorios;3800.0;2514;7;6.0;0.0;0.001;500
118;zd neon coral leash + harness set;paseo;accesorios;11900.0;8918;25;6.0;0.0;0.001;500
1169;adult instinctive pouch 85gr 12un;humedo;alimento;2330.0;1683;8;6.0;1.0;0.015;1700
674;zd army green collar medium;paseo;accesorios;10900.0;7610;22;10.0;0.0;0.001;500
522;small heart aluminum black (my family);placas identificacion;accesorios;7130.0;5042;18;7.0;0.0;0.004;1150
513;baytril comp.50 un;antibiotico;medicamentos;18260.0;14027;34;7.0;0.0;0.0002;500
81;zeus collar ajustable  m   fucsia;paseo;accesorios;5290.0;3878;11;5.0;0.0;0.001;500
1080;coastal comfort soft arnes morado m;paseo;accesorios;29990.0;20457;74;9.0;0.0;0.004;1600
892;le salon cepillo alisador autolimpiante;grooming;accesorios;19990.0;14733;49;8.0;4.0;0.004;500
380;brit care adult small breed l&r 3 kg;adultos;alimento;24990.0;18047;75;8.0;44.0;0.015;500
1583;l.w. golosina peq. animales quinoa 50 gr;snack;accesorios;4690.0;3646;11;7.0;1.0;0.004;1300
84;gumi juguete hilo dental seda  s ;juguetes;accesorios;11990.0;9551;25;7.0;2.0;0.001;500
1573;l.w. trapecio de madera  -7,5 cm;enriquecimiento ambiental;accesorios;3490.0;2318;7;7.0;1.0;0.001;500
329;white and black european shorthair (my family);placas identificacion;accesorios;17560.0;12213;43;7.0;1.0;0.004;900
976;zeus arnes fig.a  m  coral;paseo;accesorios;10990.0;7369;23;7.0;1.0;0.001;500
1386;rodillo quitapelos y pelusas;higiene;accesorio;4990.0;3698;11;5.0;43.0;0.001;500
1037;zd army green adjustable air mesh harness large;paseo;accesorios;26400.0;18047;65;9.0;2.0;0.004;500
966;bravery lamb adult large/medium b. 4 kg;adultos;alimento;22900.0;17441;70;10.0;1.0;0.015;1350
1847;juguete limpieza dental doble;juguetes;accesorio;8990.0;6322;19;;;;500
451;"zeus collar ajustable ""xl"" grafito";paseo;accesorios;7790.0;6135;17;7.0;3.0;0.001;500
490;bravecto gato 2.8 a 6.25 kg;ant. ext.;medicamentos;31470.0;24083;58;12.0;13.0;0.0002;600
1385;amity sp low grain chicken adult 4 kg;adultos;alimento;15990.0;10667;49;7.0;0.0;0.015;900
287;lw carpa animales mediana;enriquecimiento ambiental;accesorios;11590.0;8706;25;8.0;0.0;0.001;500
802;coastal sublime collar teal stripe l;paseo;accesorios;16990.0;12765;36;8.0;0.0;0.001;700
1855;botella de paseo 1 un;hogar-transporte;accesorio;4990.0;3273;11;;;;500
1836;igloo dog house;hogar-transporte;accesorio;29000.0;19089;139;;;;500
1244;do cinturon seguridad auto 25mmx55-87cm;paseo;accesorios;12590.0;8862;27;9.0;4.0;0.001;500
874;proplan puppy optistart complete 15 kg.;cachorros;alimento;49990.0;39346;150;11.0;1.0;0.015;1950
1364;monge medium adult chicken 12 kg;adultos;alimento;54490.0;41464;164;13.0;1.0;0.015;1150
774;zeedog mahalo h-harness medium;paseo;accesorios;16840.0;13413;35;7.0;2.0;0.001;500
810;pro plan adult small breed 3kg ar;adultos;alimento;29550.0;20679;90;8.0;0.0;0.015;1650
1010;furminator short hair deshedding tools for dog, lg;grooming;accesorios;37780.0;26663;79;14.0;0.0;0.001;1050
1548;yorkshire terrier  jr 3 kilo ;razas;alimento;34270.0;24114;103;7.0;0.0;0.015;1450
327;afp lamb triplets mice;juguetes;accesorios;8990.0;6979;22;6.0;0.0;0.004;950
1442;zeedog mahleb collar medium;paseo;accesorios;10200.0;7546;21;10.0;1.0;0.001;500
712;pro plan adult medium breed 15kg ar;adultos;alimento;77690.0;57589;234;14.0;2.0;0.015;1200
999;proplan puppy optis. large br. 15 kg.;cachorros;alimento;49900.0;33954;150;14.0;4.0;0.015;4200
1018;brit care cat turkey pate with ham 70grs;latas;alimento;1600.0;1181;4;5.0;0.0;0.015;3050
1657;royal can. vet cat  young male 1.5 kg.;adultos;alimento;21780.0;17420;65;6.0;0.0;0.015;500
177; repti resercoir ;enriquecimiento ambiental;accesorios;9290.0;6572;23;9.0;0.0;0.004;500
905;royal poodle  adulto 2,5 kilo;razas;alimento;27650.0;18829;83;10.0;2.0;0.015;2050
694;canine k/d x  lata x 370 gms;latas medicadas;alimento;7690.0;5492;24;6.0;6.0;0.015;4750
86;happy home repelente para mascotas 1 lt.;higiene;accesorios;9980.0;7270;21;6.0;0.0;0.001;500
1315;daily stuff cama peluche;camas;accesorios;22990.0;15003;49;11.0;2.0;0.001;500
1774;eukanuba puppy small 7.5 kg;cachorros;alimento;52870.0;40335;159;11.0;1.0;0.015;1850
457;pawise arnes y cinturon de seguridad l;paseo;accesorios;14990.0;10151;31;10.0;1.0;0.001;500
54;afp lamb cuddle country animals;juguetes;accesorios;11690.0;8602;29;7.0;4.0;0.004;900
1406;crown (my family);placas identificacion;accesorios;17560.0;12314;37;11.0;0.0;0.001;550
221;eukanuba adulto small breed 6.8 kg;adultos;alimento;47100.0;34172;142;12.0;0.0;0.015;2300
113;nath cat adulto esterilizado sabor pollo y arroz;adultos;alimento;27990.0;21362;85;7.0;133.0;0.015;1900
859;loft dog house;hogar-transporte;accesorio;139990.0;101721;292;16.0;7.0;0.001;1950
1201;arnes gato colores g.a;paseo;accesorios;5000.0;3537;11;9.0;1.0;0.001;500
973;tx enganche cinturon seguridad standar;paseo;accesorios;5390.0;3878;11;7.0;5.0;0.001;500
174;pro plan adult cat 7+ 3kg ar;adultos;alimento;33580.0;25070;101;12.0;0.0;0.015;1650
845;bowl 20 cm;comederos;accesorios;5990.0;4580;14;8.0;4.0;0.004;1000
589;cama zapato- mediano catapet;camas;accesorios;25790.0;18599;54;7.0;0.0;0.001;800
1610;advantage gatos <4 kg;ant. ext.;medicamentos;8570.0;6780;16;7.0;0.0;0.0002;500
18;body cobre talla 1;ropa;medicamentos;13500.0;9067;25;6.0;1.0;0.0002;500
423;fiprokill spray x 250 ml ;ant. ext.;medicamentos;24990.0;18969;46;11.0;1.0;0.0002;500
1253;monge urinary  chicken de 1,5 kg;adultos;alimento;17990.0;13853;55;8.0;0.0;0.015;1600
285;zeedog finger puppets;paseo;accesorios;17900.0;12753;37;9.0;1.0;0.001;600
1486;zeedog prisma collar small;paseo;accesorios;9870.0;6573;25;6.0;0.0;0.004;500
428;big round aluminum red (my family);placas identificacion;accesorios;7130.0;4723;15;6.0;0.0;0.001;500
1414;caja carton transporte p.anim 28x15x18cm;hogar-transporte;accesorios;3370.0;2531;9;6.0;1.0;0.004;500
1242;afp furry ball fluffer rojo;juguetes;accesorios;4690.0;3073;11;7.0;0.0;0.004;850
31;zeedog cannon ball;paseo;accesorios;7470.0;5310;15;7.0;0.0;0.001;500
824;zeedog black bowl small;comederos;accesorios;5700.0;3766;14;6.0;0.0;0.004;950
1576;jg velvet bobbler;juguetes;accesorios;7780.0;5509;17;6.0;0.0;0.001;500
214;pelota portagolosina azul small;juguetes;accesorios;6990.0;4580;17;7.0;0.0;0.004;550
1368;habitrail ovo mini;hogar-transporte;accesorios;69990.0;55928;171;14.0;0.0;0.004;500
326;ultrafil perros y gatos 15 ml;otico;medicamentos;15360.0;11624;29;9.0;3.0;0.0002;500
560;nm 3in1 odor destroyer, 709 ml;higiene;accesorios;9990.0;7701;25;8.0;2.0;0.004;1150
1040;sucravet;digestivo;medicamentos;19990.0;15156;37;9.0;2.0;0.0002;500
1494;brit care gf puppy salmon 12 kg;cachorros;alimento;64990.0;43047;196;6.0;4.0;0.015;650
1114;arnes talla l;paseo;accesorios;6490.0;4270;15;9.0;6.0;0.004;1150
341;capa polar chiporro t/7 cata pets;ropa;accesorios;16890.0;13508;35;9.0;1.0;0.001;500
629;eukanuba adulto large breed 15 kg;adultos;alimento;82410.0;58804;249;19.0;3.0;0.015;3400
147;coastal sublime collar pink xs;paseo;accesorios;10490.0;6926;22;6.0;1.0;0.001;500
360;frontline pipeta perro 20-40kg;ant. ext.;medicamentos;17190.0;12155;32;6.0;0.0;0.0002;500
83;proplan adulto dog pollo arroz  370grs;humedo;alimento;3820.0;3031;13;5.0;1.0;0.015;3250
48;coastal sublime trailla cubes/purple;paseo;accesorios;19590.0;14598;41;11.0;1.0;0.001;500
468;big bone golden brass (my family);placas identificacion;accesorios;9200.0;6314;19;8.0;1.0;0.001;500
155;zeus arnes fig.a  s  coral;paseo;accesorios;7990.0;5498;17;6.0;3.0;0.001;500
1124;nexgard 28,3mg x 1 tab. masticable 4-10k;ant. ext.;medicamentos;11990.0;8175;22;5.0;10.0;0.0002;500
1309;yorkshire pouch 12x85g;humedo;alimento;2330.0;1709;8;9.0;1.0;0.015;500
1402;cadena cordon 4 mm a.doctor;paseo;accesorios;4490.0;3569;10;6.0;2.0;0.001;500
1814;front range arnés naranjo;paseo;accesorio;59990.0;41505;126;;;;500
500;coastal k9 explorer arnes acolchado guinda m;paseo;accesorios;35990.0;23566;76;10.0;1.0;0.001;1050
179;coastal maslow plato cobre martillado 1182 ml;paseo;accesorios;11490.0;8142;25;8.0;2.0;0.001;500
1220;zeedog ella collar cat;paseo;accesorios;4880.0;3693;10;8.0;2.0;0.001;500
900;proplan cat urinary 3 kgs.;adultos;alimento;21900.0;17174;67;9.0;2.0;0.015;1350
692;cytopoint 40 mg iny 30-40 k;medicamentos;medicamentos;56590.0;39076;104;11.0;0.0;0.0002;1000
772;collar c/flor gde. a. doctor;paseo;accesorios;3170.0;2149;7;6.0;0.0;0.004;1000
1519;pawise hollow mono;juguetes;accesorios;6990.0;4925;14;9.0;2.0;0.001;500
528;zd blue air-leash;paseo;accesorios;37900.0;26089;93;8.0;0.0;0.004;700
346;pro plan  perro  reduce calor. optilife 3 kilo;adultos;alimento;17490.0;11740;54;6.0;0.0;0.015;1700
1366;amity sp low grain chicken puppy 14 kg;cachorros;alimento;52990.0;34561;160;9.0;0.0;0.015;5400
1830;dispensador small;juguetes;accesorio;6990.0;5003;17;;;;500
715;body cobre talla 6 ( 7 - 9 kg );higiene;medicamentos;16000.0;11226;30;9.0;2.0;0.0002;500
1052;puzzle tornado nivel 2;juguetes;accesorio;24990.0;17133;52;14.0;26.0;0.001;500
886;carpeta orientadora pad 7 unid;higiene;accesorios;3190.0;2109;7;6.0;0.0;0.004;800
601;nf aqua plus anticloro 30 ml;acc acuarios;accesorios;3190.0;2390;6;5.0;3.0;0.001;500
949;rimadyl 25 mg x 14 tabletas ;analgesico;medicamentos;17840.0;13742;33;7.0;10.0;0.0002;500
243;kit mamadera beaphar 35ml;bebederos;accesorios;12340.0;9007;26;7.0;2.0;0.001;500
785;parka t/2 cata pets;ropa;accesorios;17890.0;11769;43;9.0;1.0;0.004;850
1600;pro plan feline veterinary diets ur;adultos;alimento;28990.0;19322;88;8.0;0.0;0.015;5350
1380;coastal style trailla red bones m 1,8 m;paseo;accesorios;12590.0;8872;27;7.0;1.0;0.001;500
312;brit care cat indoor (monty) 2 kg;adultos;alimento;15900.0;11441;49;8.0;0.0;0.015;700
435;zeus nosh hueso duro sabor carne/queso s;juguetes;accesorios;6490.0;4887;15;9.0;0.0;0.004;900
1773;pro plan reduced calorie cat 3kg ar;adultos;alimento;36370.0;25525;109;11.0;2.0;0.015;2900
819;front range arnés naranjo;paseo;accesorio;59990.0;47241;126;2.0;0.0;0.001;1200
308;coastal style collar plaids;paseo;accesorios;6990.0;5018;14;7.0;0.0;0.001;500
430;ciprovet x 5 ml;ocular;medicamentos;23860.0;17755;44;9.0;6.0;0.0002;500
660;coastal sublime trailla flower pink/pink;paseo;accesorios;19590.0;15671;41;10.0;1.0;0.001;650
370;nm advanced stain & odor eliminator, 946 ml;higiene;accesorios;18070.0;13596;38;8.0;0.0;0.001;600
566;zeedog neopro green leash small;paseo;accesorios;15900.0;11631;34;8.0;0.0;0.001;500
1832;alfombrilla de entrenamiento de cesped;higiene;accesorio;49990.0;35210;150;;;;500
181;zd pacco leash small;paseo;accesorios;13900.0;10681;29;10.0;3.0;0.001;600
1083;coastal lazer brite trailla lime skulls l 1.8m;paseo;accesorios;25590.0;17131;53;7.0;0.0;0.001;500
621;seresto collar p/g mas de 8 kilos;ant. ext.;medicamentos;52990.0;40766;98;9.0;6.0;0.0002;1000
722;zeedog gotham bow-tie large;paseo;accesorios;6500.0;4998;13;6.0;0.0;0.001;500
1117;coastal fashion collar black skulls;paseo;accesorios;7990.0;5499;17;7.0;0.0;0.001;500
834;brit care adult medium breed l&r 12 kg;adultos;alimento;62990.0;46816;190;12.0;4.0;0.015;1850
1720;monge mini adult chicken 7,5 kg;adultos;alimento;46660.0;30794;141;8.0;2.0;0.015;2550
296;dogit paños humedos 40 unid;higiene;accesorios;4550.0;3101;10;9.0;0.0;0.001;500
1131;pawise hollow ranita;juguetes;accesorios;5790.0;3916;12;8.0;3.0;0.001;500
461;royal canin yorkshire terrier 7,5 kg;razas;alimento;64060.0;45678;193;10.0;2.0;0.015;3000
1216;amity sp low grain chicken puppy 4 kg;cachorros;alimento;17990.0;11717;55;10.0;2.0;0.015;4900
1103;bravecto 500 mg perro 10 a 20 kg;ant. ext.;medicamentos;34800.0;24921;64;10.0;15.0;0.0002;850
377;simparica 120 mg  x 3 tab. 40,1 -60 kg;ant. ext.;medicamentos;42880.0;30786;79;8.0;1.0;0.0002;1000
1159;pawise peluche unicornio con sonido perro;juguetes;accesorios;9990.0;6818;21;7.0;3.0;0.001;500
105;dermisolona 20mg x10 com;ant. ext.;medicamentos;15660.0;10441;29;7.0;5.0;0.0002;500
126;afp treat hider perro;juguetes;accesorios;15590.0;11585;33;10.0;0.0;0.001;500
1058;brit care cat sterilized urinary 2kg;adultos;alimento;18990.0;14376;57;7.0;4.0;0.015;4700
965;parka t/6 cata pets;ropa;accesorios;21890.0;14470;46;8.0;0.0;0.001;700
355;coastal sublime trailla flower teal/teal stripe;paseo;accesorios;19590.0;12964;41;11.0;0.0;0.001;600
1516;collar luminoso animal care;paseo;accesorios;3190.0;2154;6;8.0;2.0;0.001;500
682;hidrocortisona dosis;antialergico;medicamentos;600.0;478;2;6.0;11.0;0.0002;500
1106;royal can poodle junior 33 2.5 kg.;razas;alimento;27650.0;21466;83;8.0;0.0;0.015;4050
767;zeedog salina keychain;paseo;accesorios;8900.0;6979;19;7.0;1.0;0.001;500
209;coastal style collar skulls  l;paseo;accesorios;10000.0;6521;21;6.0;0.0;0.001;500
1763;habitrail twist kit;hogar-transporte;accesorios;53990.0;43083;114;14.0;0.0;0.001;500
140;royal can shn mini adulto 7,5 kilo;cachorros;alimento;57400.0;41135;173;9.0;5.0;0.015;5700
1343;blast leash small;paseo;accesorios;13900.0;9105;29;8.0;1.0;0.001;500
1249;zeedog mahalo adjustable air mesh harness medium;paseo;accesorios;23900.0;17742;50;10.0;2.0;0.001;650
1740;happy home biocontrolador 1 lt.;higiene;accesorios;9980.0;7783;21;7.0;0.0;0.001;500
1477;afp furry ball flufy rosa;juguetes;accesorios;4690.0;3424;11;5.0;0.0;0.004;800
1192;hartz duraplay bone large dog toy;juguetes;accesorios;9990.0;7174;21;6.0;0.0;0.001;500
1581;doggy dolly small polerón racing fever con gorro grey l;ropa;accesorios;19470.0;13292;47;8.0;0.0;0.004;1100
711;zd army green h-harness large;paseo;accesorios;19900.0;13226;49;7.0;1.0;0.004;550
1558;zeecat phantom collar;paseo;accesorio;4990.0;3560;11;17.0;35.0;0.001;500
1862;habitat vertical ave;hogar-transporte;accesorio;44990.0;33770;214;;;;500
755;jaula refugio hamster m;hogar-transporte;accesorios;49270.0;37368;121;15.0;0.0;0.004;500
10;soporte carpeta orientadora borde-plasti;higiene;accesorios;45130.0;34779;94;15.0;1.0;0.001;700
1621;brit care puppy l&r 3 kg;cachorros;alimento;23900.0;18120;72;11.0;0.0;0.015;1800
1670;doximicin 100 mg. x 10 comp.;antibiotico;medicamentos;11760.0;8859;22;5.0;2.0;0.0002;500
282;coastal style collar wildflower s;paseo;accesorios;7990.0;5520;17;7.0;0.0;0.001;500
291;drontal puppy  ;ant. ext.;medicamentos;10950.0;8416;21;6.0;0.0;0.0002;500
626;coastal maslow  plato paw gris 1596 ml;paseo;accesorios;15990.0;12542;34;8.0;0.0;0.001;500
1613;zeedog gotham h-harness extra small;paseo;accesorios;11860.0;8985;25;7.0;0.0;0.001;500
757;coastal style collar tropical flower l;paseo;accesorios;10490.0;8088;22;10.0;1.0;0.001;500
129;zd artsy collar small;paseo;accesorios;9900.0;7109;21;8.0;0.0;0.001;500
1102;zd neopro blue cat collar;paseo;accesorios;5800.0;3772;14;8.0;0.0;0.004;1300
323;apoquel 3,6 mg x 20 comprimidos;antialergico;medicamentos;61700.0;48005;114;12.0;0.0;0.0002;500
1013;alfombrilla 30 unid;higiene;accesorios;9990.0;6987;21;7.0;0.0;0.001;500
743;ultimate blue adjustable air mesh harness small;paseo;accesorios;19300.0;14353;41;9.0;1.0;0.001;500
843;coastal embellished collar bow-tie black;paseo;accesorios;9590.0;7467;20;7.0;2.0;0.001;500
1743;coastal luz para collar;paseo;accesorios;6990.0;4791;14;9.0;1.0;0.001;500
1329;afp modern cat fluffy wand;juguetes;accesorios;8990.0;6012;22;6.0;3.0;0.004;900
1562;coastal lazer brite collar lime skulls xs;paseo;accesorios;6990.0;5183;14;6.0;0.0;0.001;500
695;zeedog phantom collar small;paseo;accesorios;9900.0;6465;21;8.0;1.0;0.001;500
984;coastal lazer brite collar lime skulls s/m;paseo;accesorios;10490.0;7671;22;6.0;3.0;0.001;500
937;catnip spray hierba gatera;comportamiento;medicamento;8990.0;6209;19;3.0;5.0;0.001;500
158;blocks cat collar;paseo;accesorios;4900.42;3466;11;7.0;1.0;0.004;600
865;big bone aluminum black (my family);placas identificacion;accesorios;7130.0;5193;15;6.0;1.0;0.001;500
634;pro plan dog sensitive skin 3 kilo;adultos;alimento;18490.0;13583;55;7.0;2.0;0.015;4850
516;planet dog zanahoria;juguetes;accesorios;14990.0;10187;31;9.0;1.0;0.001;500
1334;zeedog rob the microbe;juguetes;accesorios;6160.0;4214;13;7.0;2.0;0.001;500
597;zeedog super orange;juguetes;accesorios;9870.0;7225;25;8.0;3.0;0.004;500
195;bravery lamb adult large/medium b. 12 kg;adultos;alimento;60990.0;42601;183;14.0;2.0;0.015;500
1541;body perro 6 verde;ropa;accesorios;21940.0;16048;46;10.0;1.0;0.001;500
765;coastal sublime collar purple xs;paseo;accesorios;10490.0;7841;22;7.0;2.0;0.001;500
410;coastal maslow  plato paw rosado 828 ml;paseo;accesorios;10490.0;7158;22;10.0;0.0;0.001;500
96;red big circle bone (my family);placas identificacion;accesorios;12300.0;8388;26;10.0;0.0;0.001;500
1632;zeedog mahalo collar small;paseo;accesorios;9900.0;7447;25;6.0;1.0;0.004;500
1006;pawise arnes y cinturon de seguridad s;paseo;accesorios;11990.0;8538;29;7.0;0.0;0.004;500
156;royal can. york. terrier junior 2.5 kgr.;razas;alimento;27650.0;21366;83;10.0;2.0;0.015;3250
419;brit care weight loss rabbit 12 kg;weight control;alimento;63990.0;42643;193;12.0;4.0;0.015;1850
1845;capa impermeable azul;ropa;accesorio;22990.0;16185;57;;;;500
477;coastal new earth trailla de soya berenjena 1,8 m;paseo;accesorios;13690.0;10172;29;6.0;2.0;0.001;500
915;zeedog prisma h-harness medium;paseo;accesorios;16900.0;11842;42;7.0;1.0;0.004;1500
668;zd midnight leash large;paseo;accesorios;16900.0;13255;42;9.0;4.0;0.004;500
1185;proplan adulto 7+active mind pollo pouch 100 gr;humedo;alimento;2200.0;1603;8;4.0;9.0;0.015;1700
963;dogit dispensador bolsa fecas azul 2x20;higiene;accesorios;4990.0;3964;11;8.0;2.0;0.001;500
1765;igloo dog house;hogar-transporte;accesorio;29000.0;21687;61;7.0;1.0;0.001;500
447;timothy carrot;alfalfas;accesorios;9490.0;7120;20;8.0;6.0;0.001;500
1594;cuerda anudada tricolor m;juguetes;accesorios;4410.0;3206;10;5.0;2.0;0.001;500
178;polera bandera inglaterra ac l;ropa;accesorios;9900.0;7370;21;6.0;1.0;0.001;500
390;pawise holow hipopotamo;juguetes;accesorios;6990.0;4951;14;6.0;0.0;0.001;500
578;zeedog maze leash small;paseo;accesorios;13900.0;10647;29;10.0;0.0;0.001;500
1641;pro plan adulto pollo pouch 100 gr;humedo;alimento;1290.0;1026;4;6.0;5.0;0.015;4350
1601;simparica 120 mg  x 1 tab. 40,1 -60 kg;ant. ext.;medicamentos;19580.0;14173;36;7.0;0.0;0.0002;500
1348;zd artsy leash small;paseo;accesorios;13900.0;9291;29;8.0;2.0;0.001;500
1542;zeedog skull leash small;paseo;accesorios;12700.0;9386;27;7.0;1.0;0.001;500
1323;royal can fhn light 40 7.5 kilo;weight control;alimento;83110.0;66013;250;19.0;0.0;0.015;1050
909;pawise fetch it  hipopotamo;juguetes;accesorios;6990.0;5468;14;8.0;3.0;0.001;500
861;acana freshwater fish - perro 2;adultos;alimento;21180.0;15461;63;9.0;0.0;0.015;1850
948;small bone aluminum light blue (my family);placas identificacion;accesorios;7130.0;4851;15;7.0;3.0;0.001;500
664;zeedog tarot leash small;paseo;accesorios;13900.0;9593;29;8.0;1.0;0.001;500
142;zeedog ella collar extra small;paseo;accesorios;7870.0;5782;19;7.0;0.0;0.004;500
1421;polivitaminico b1-b2-b6 50mk iny;vitaminas;medicamentos;790.0;615;2;6.0;5.0;0.0002;500
1335;coastal k9 explorer arnes acolchado zafiro s;paseo;accesorios;25990.0;17907;54;9.0;0.0;0.001;500
421;cream chihuahua  (my family);placas identificacion;accesorios;13330.0;9605;28;6.0;2.0;0.001;500
636;colirama viral x 10 ml.;ocular;medicamentos;21320.0;13897;40;7.0;1.0;0.0002;500
1313;dogit paðales desechables, s (3.5 -7kg);higiene;accesorios;10990.0;8668;23;8.0;0.0;0.001;500
1468;zeedog phantom harness + leash set;paseo;accesorios;11860.0;7996;25;9.0;1.0;0.001;500
615;catit 2.0 fte bebedera flor mini 1.5lt;bebederos;accesorios;41990.0;29961;88;9.0;0.0;0.001;750
294;zd midnight collar small;paseo;accesorios;9900.0;7401;21;9.0;2.0;0.001;500
1639;doximicin jarabe x 60 ml;antibiotico;medicamentos;10260.0;7427;19;5.0;3.0;0.0002;500
1777;monge medium p&j chicken de 3 kg;cachorros;alimento;27990.0;19875;85;3.0;3.0;0.015;900
88;light blue big circle paw (my family);placas identificacion;accesorios;15490.0;11726;38;6.0;0.0;0.004;600
41;brit care adult small breed l&r 7,5 kg;adultos;alimento;45290.0;32763;137;10.0;1.0;0.015;2400
1686;scalibor (collar antiparasitario);ant. ext.;medicamentos;28820.0;22432;53;8.0;3.0;0.0002;700
1805;bowl de plástico;comederos;accesorio;3990.0;3093;10;;;;500
131;small round aluminum purple (my family);placas identificacion;accesorios;7130.0;4723;18;7.0;0.0;0.004;950
1826;rodillo quitapelos y pelusas;higiene;accesorio;4990.0;3339;11;;;;500
997;zeedog phantom adjustable air mesh harness medium;paseo;accesorios;23900.0;18046;50;9.0;1.0;0.001;500
985;coastal lazer brite collar diamond;paseo;accesorios;9490.0;7011;20;7.0;0.0;0.001;500
1733;revolution perro 10-20 kg;ant. ext.;medicamentos;20990.0;13829;39;7.0;6.0;0.0002;500
1403;brit care cat grain-free sterilized sensitive 7 kg;adultos;alimento;55990.0;37602;168;9.0;1.0;0.015;4850
164;zeedog skull collar large;paseo;accesorios;11500.0;7742;25;7.0;0.0;0.001;500
724;nutrience orig kitten 2,5kg;cachorros;alimento;22790.0;17658;68;5.0;2.0;0.015;1900
290;adaptil collar largue hasta 50kg  ;comportamiento;medicamentos;33190.0;23710;61;7.0;1.0;0.0002;650
1711;royal recovery rs 145 grs. (lata);latas medicadas;alimento;4820.0;3654;14;8.0;7.0;0.015;4300
1771;nutrience orig cat adult 2,5kg;adultos;alimento;20290.0;15985;62;6.0;2.0;0.015;4950
893;fancy feast petits filets atun 85 g;latas;alimento;900.0;639;3;5.0;1.0;0.015;3100
778;zeedog atlanta h-harness small;paseo;accesorios;13850.0;10880;34;6.0;2.0;0.004;600
348;dreamwell cama rectangular gris/blanco;hogar-transporte;accesorios;39990.0;28805;84;10.0;2.0;0.001;700
571;allermyul;antialergico;medicamentos;20590.0;15169;38;9.0;0.0;0.0002;500
1423;zeedog atlanta leash extra small;paseo;accesorios;10860.0;8545;26;8.0;0.0;0.004;800
1762;catit desing zona de confort;enriquecimiento ambiental;accesorios;23890.0;17341;58;9.0;1.0;0.004;650
1374;zd midnight adjustable air mesh harness small;paseo;accesorios;19300.0;12830;41;8.0;1.0;0.001;500
1493;acana homestead harvest gato 1,8 kg;adultos;alimento;23020.0;18286;70;10.0;0.0;0.015;4700
